index,comment,additional_cost,functional_complaint,compatibility_issue,crashing,feature_removal,feature_request,network_problem,privacy_and_ethical_issue,resource_heavy,response_time,user_interface,safety,installation_issue,traffic_wasting,content,update_issue,other
1758,不能付款，强制关闭,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,下了半个月，一次都没打到，说瞎话没有小鸡鸡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1760,为什么德州用不了了？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1761,说我支付行为干扰平台正常工作，停用一天，MD一个手机客户端就能把平台干扰了，什么逻辑啊，把错误强加给用户，这么弄怎么得到用户信任,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1762,垃圾东西，司机根本不鸟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1763,哪里来的这么多托儿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,什么tm玩意儿啊。。。试了一上午总说系统忙，请支付现金,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,开始喜欢嘀嘀，很少用快的，不过最近嘀嘀坑我好几次，微信支付高峰期遇到几次系统繁忙付不出去，只能掏钱。再也不用了！！！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,垃圾软件，接了订单没地方支付，不好用,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,垃圾软件，移动网络不好用，回家用WIFI网络，还是不能支付，什么破玩意儿,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,订单成功后进入我的订单后就闪退，司机师傅说遇到好多单都这样，完全无语！！！！！商家玩不起就别玩了！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,呵呵。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,晕  一直验证不了手机是什么情况,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,第一次使用就自动跳出....,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,什么破玩应,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1773,一点儿也不好使，mlgb的妈蛋。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,拍不了照了。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,很好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1776,有些题没有,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1777,拍不出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,还可以，就是有点慢。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1779,一点也不好，有的题目根本就没有。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1780,挺好用的，就是我已经有号了，但还要重新注册,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1781,还好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1782,不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1783,好多收不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1784,一次题目都搜不到，气死我了-_-||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1785,搜不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1786,好吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1787,一点都不好用，拍英语出数学，拍历史出计算，拍科学出英语，简直就是差到爆。一点都不好用不好用，不好用不好用，差到爆啊，没见过这么差的软件，还不如阿凡提和小猿搜题勒。简直就是无用，真不知道为什么有人喜欢，这么差的软件,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,一点也不好大家不要下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1789,拍数学的话秒出答案，可是拍其它的话一般般,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1790,一星都没有,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1791,还可以，大部分都是对的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1792,还好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1793,还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1794,就那样,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1795,不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1796,差，搜了十几次也没个正确答案，由奇是搜语文!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,好坑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1798,679帮帮币，抽奖20多分钟，一个没中。大家自己看着办吧。贴吧上都是投诉的。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,为什么兑奖必须要在规定时间内？不太公平。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,还可以吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1801,还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1802,英语单词好多搜不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1803,不好，答案不准,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1804,差差,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1806,作文部分加油，尽量有拍照。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1807,很多题搜不出来，很特么傻逼啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1808,下了这个软件，天天黑屏,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,我查的题它给另一道题!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,还行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,有的时候拍照搜题题目根本就不一样，语音搜题也是,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,垃圾，一道题都搜不出！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1813,一般。还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,唔，还不错⊙▽⊙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1815,要是可以搜索手写题就好了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1817,一般,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,查题查不出来，还不能问，语音不行。,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1819,好吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1820,搜不出来,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1821,垃圾软件，天天忽悠人，废软件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1822,差上加差,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1823,最近总是黑屏啊，进不去用不了，这算是什么,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,真的挺好的，有时候查的不对，一定要再加强。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,卧槽，TMD，根本无法拍照搜题,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1827,真实很生气 一搜题就显示网络出错   差评,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1828,明明那倒题空着，非给我解答会的题,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1829,为什么输入电话号码没有发信息啊,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,好，可是有些没有！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1831,不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,我怕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1833,妈个逼，在哪开灯？不开灯根本就拍不到！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1834,很好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1835,搜不到，我一星都不想评。啥破东西嘛，贱的要死。而且小孩会对这个产生依赖性的。破东西，还想跟我讲道理，他妈的不耐烦了。这破东西还想让我给他评分要不是非让评星我他妈的还不评呢！这个讨厌的作业帮看着就烦的很，贱的他妈的要命。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1836,不咋地总是吓给答案,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,有点漏洞，数学强项，语英也不能不管呀？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1838,还好吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1839,进不去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,路过的不要下，有病毒。（我下了才发现）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1841,我擦为啥老闪退，以前还好好的，mb什么情况！！！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,更新之后闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1843,更新了进不去啊，再闪退就卸载叻,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1844,不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1845,恶心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1846,是蛮好用的，但现在为什么打不开？？？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,为什么打不开呢？老弹出去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,一直闪退，真卧槽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,还好，就是有时候搜的不是,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,闪退啊！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,为什么更新以后就闪退什么鬼？？？？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1852,什么东西，好多答案都是错的,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,为什么进不去，会闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,更新之后就闪退 卸了重装也还是闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1855,打不开差评,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,"总闪退，不好,,?^?,,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,进不去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,原先还好的，打不开了！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,好得很不是吹牛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1860,打不开  进不去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,为什么会闪退啊！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,怎么又闪退了？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,还是下载5.20.2版本吧！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1865,打不，闪退。千万不要下！！！！！！！！！！！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,打不开喔,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,老是闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,作业帮为什么总是闪退打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,总是闪退，怎么办,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,"卧槽 特么之前好好的 最近怎么老闪退呢
怎么办",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,我拍的题目怎么搜出来是另外的题目,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,经常闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,打不开，一直卡退，好烦哦。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,打不开！垃圾！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,之前还好好的，为什么今天用就闪退？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,总是闪退，根本进不去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,更新后打不开了，做作业又得想了。。。--来自readboy-100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1880,妈的，秒退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,为什么会突然闪退啊，无语了。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,原版还好的，更新新版之后就打不来了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1883,闪退个毛线啊!打都打不卡,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,为何更新打开后出现闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1885,"为什么打不开啊
不是手机原因",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,为什么打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,根本打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,手机不算差，内存也不少，为何总是闪退QAQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,更新闪退，重下还闪，进不了啦,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1890,老闪退，垃圾！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,我的打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,更新后闪退啊！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1894,为什么更新后闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1895,打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,为什么更新后会闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1897,不好用！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1898,气死我了！小字！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1899,不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1900,不升级不让用，一星不想给。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,太垃圾了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1902,真的很差了，好多答案都不对，拍出来的东西回答的都不一样,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,答案不准确，出来的题不一样。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,........,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1905,就开始好用，越来越不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1906,还可以吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1907,不好用。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1908,还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1909,用起来还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1910,学习就靠这个作业帮的灌输来提升吗？若没有追寻正道的渴望，良师益友的勉励，没有头上三尺的神明，给人的只是疲惫和寂寞。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1911,还好吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1912,还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1913,有些是错的,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,这个版本闪退。。。。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,用的还行，蛮不错的，只不过要纠正的一些是：有时候，发的一些题，跟我输入的题都不一样，还有有时候的答案都是错的。希望，下次再接再厉，取得最后的成功。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,就是需要掏钱。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,登不进去，垃圾,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,老是闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,有些问题查不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1920,过几天怎么打不开了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,以前都可以用打字的，现在只有拍照了，不太好,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,为咱有2年级的，还没有语文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1923,为啥更新了，进不去,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1924,更新后，平板老闪退，打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1925,拍的皂片好模糊根本看不清,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1926,现在一直闪退，不好。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,，，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1928,u把vvggj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,很烂很烂烂烂烂烂烂烂烂烂烂烂烂烂烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1930,不知道怎么回事，搜的题答案不正确，有没有人可以解释呢(╰_╯)#,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,垃圾！！！超垃圾！！！最好不要下！！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1932,来及软件，差评,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1933,怎么总是闪退，登录不了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,之前还好好的，怎么久了现在会闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,打不开，第一次让我印象这么差！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,以前用的好好的，升级后闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1937,垃圾闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,更新后闪退啊，什么时候修复哇，寒假最后几天，作业没写完等着用呢（╯‵□′）╯︵┴─┴,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1940,以前挺好用的，更新后打不开。生气了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1941,联想平板打不开闪退啊我靠！！！三星用的好好的啊！！,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,以前挺好的，为什么更新了一次就闪退了？卸载又安装了好几次都不管用。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1943,更新后闪退用不了！急~~~,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1944,闪退是怎么回事！！！每次都更新！和其他软件一起更新的，不久，就作业帮又要更新！！还有？视频呢？不要视频有卵用？！！,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1945,还行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,"简直是太不像话了！有一次我请学霸帮助我解题，结果他们发过来的不是答案，而是“先采纳""！你说我能不给一个差评吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1947,打都打不开。给一颗星就不错了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,好！可以练习,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,唉，奖励的太少，奖品不算(;｀O?)o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,英语的习题搜不到正确的，不过其他科很好,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,作业帮很好用！不过有些计算题搜不到答案！希望作业帮能更完善些,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1953,有好多的题搜不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1955,为嘛有时总出扯淡的答案,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,打！不！开！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,太差了.想查的根本没有,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1958,不守信用，说好的积分兑换呢～一个月了，毛都没有～,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,这种垃圾根本没用，搜啥都没有，废物来的。大家千万别下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1960,这老破软件……,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1961,挺好！！！！！！！！！！！！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1962,妈的，用QQ登了几天签到了好几天，结果不能用QQ登陆了，后面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1963,还可以，只是没有文科的练习,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,很好用！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1965,根本没有Q币，用了几个月，，更新了版本，就打不开，闪退.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1966,为什么更新之后闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1967,升级过后闪退，根本打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1968,闪退什么鬼，我q币呢？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,打不开，闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,老是闪退，差评。。。。。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,更新了就打不开了…………我要差评！差评！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1972,更新后老是闪退，烦死了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1973,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1974,打不开，直接闪退。大家别下载。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,更新了打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1976,闪退呀，劣质,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,差评 搜出来的东西根本对不上号 乱七八糟 什么破东西,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,开不了！破！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,什么软件嘛！打不开！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,老是唱快,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,一打开就闪退，御载重新下了好几遍，还是这样，都没登录就闪退，也不知道怎么回事 。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,为什么进不了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,为什么老是闪退啊,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,老闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,系统有问题！！！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,闪退，什么鬼,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,垃圾，总是闪退，一星都不想给,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,老是闪退，怎么办呀，今天想搜一道题都没都成就因为它闪退，快点解决了呗,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,不错，就是有些题找不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1991,超烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,还可以，不过有些答案是错的,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,很不好，有些题目。。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,一点也不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,一点也不好。有一天我查了很多遍了搜查了20多年了，还没有答案。我不用啊！我生气。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,以前下过，还蛮好用的。不知道为什么，现在重新下了一个，就不能登陆了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,......,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,烂烂烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,屌爆你机八！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,差啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,他们骗赞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,还行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,还不错，很多问题系统上不会显示。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,有些题收不到。肿么办,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,不好不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,好好用，以后所有作业都不用操心了，但是还是有些题目搜不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,什么都搜不到,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,用久之后，图片发不了(??ˇ?ˇ??)  有时连提示音都没有??(◣д◢)??,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,太差劲了，连意思都查不到，有时候拍的很清楚却说不清楚,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,太差劲，一打开就让我更新，烦球的很，他妈了个逼。评一星都是给他个面子。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,渣渣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,有时候拍不到  搜不到,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,还好吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,有些找不到答案。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,都是大家自己做的，正确性难以保障。→_→,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,一星也不给  连倒题也搜不对,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,发不出去,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
